urban,recommand,zone,desc,region,price,unitprice,age
gulou,力小本部 29中 电梯房 满五年 房龄新 采光好 南北通透,匡庐花园 , | 3室2厅 | 112.81平米 | 南 北 | 简装 | 有电梯,宁海路,858,76058,高楼层(共9层)2002年建板楼  -  
gulou,热河南路 正三房 中间楼层 南北通透 采光佳 户型好,热河南路 , | 3室1厅 | 70.86平米 | 南 北 | 简装 | 无电梯,热河南路,216,30483,中楼层(共5层)1990年建板塔结合  -  
gulou,满五年无个税 银城物业 银城小学 汇文中学 不占用,银城聚锦园 , | 4室2厅 | 121.62平米 | 南 北 | 精装 | 有电梯,凤凰西街,785,64546,低楼层(共11层)2009年建板塔结合  -  
gulou,此房满五唯一，没有抵押贷款，房屋采光很好,紫竹苑小区 , | 2室2厅 | 84.56平米 | 南 北 | 简装 | 无电梯,三牌楼,220,26018,高楼层(共7层)1998年建板楼  -  
gulou,此房满五唯一，总价低，一楼带双院子，精装修。,娄子巷131巷 , | 2室1厅 | 52.91平米 | 南 北 | 精装 | 无电梯,三牌楼,168,31753,低楼层(共7层)1996年建板楼  -  
gulou,精装修 低楼层 拎包入住 莫愁新寓 汉中门,莫愁新寓迎春里 , | 2室1厅 | 57.84平米 | 南 | 简装 | 无电梯,汉中门大街,210,36308,低楼层(共5层)1988年建板楼  -  
gulou,辰龙广场 中间位置 中间楼层 南北大三房 全明通透格局,辰龙广场 , | 3室2厅 | 118.89平米 | 南 | 精装 | 有电梯,凤凰西街,555,46682,中楼层(共28层)2005年建板楼  -  
gulou,2002年房改房，双南一北，小区环境好，赠送地下室6平,宁和新寓 , | 3室2厅 | 97.11平米 | 南 北 | 精装 | 无电梯,三牌楼,460,47369,低楼层(共7层)2002年建板塔结合  -  
gulou,五塘小市商圈 金碧花园 边户三房 中楼层 通透采光好,金碧花园 , | 3室1厅 | 103.29平米 | 南 北 | 简装 | 有电梯,小市,245,23720,中楼层(共7层)1998年建板塔结合  -  
gulou,模范马路 三牌楼大街 配套成熟 低楼层 采光无遮挡,模范马路小区 , | 2室1厅 | 61.69平米 | 南 北 | 简装 | 无电梯,三牌楼,235,38094,中楼层(共7层)2000年建板塔结合  -  
gulou,装修好 满五年  诚心出售 看房方便 不临扬子江,江滨新寓 , | 2室1厅 | 57.38平米 | 南 | 精装 | 无电梯,草场门大街,210,36599,低楼层(共6层)1995年建板楼  -  
gulou,两室两厅 采光好 湖南路山西路 交通便利,丁家桥 , | 2室2厅 | 76.61平米 | 东 | 精装 | 无电梯,湖南路,220,28717,高楼层(共7层)2000年建板楼  -  
gulou,宝象花园 交通便利 配套齐全 居家装修 看房方便,宝象花园 , | 2室2厅 | 97.76平米 | 南 | 简装 | 无电梯,金陵小区,280,28642,高楼层(共6层)2008年建板楼  -  
gulou,石头城新村 2室1厅 195万,石头城新村 , | 2室1厅 | 61.99平米 | 东南 | 简装 | 无电梯,龙江,195,31457,低楼层(共7层)1996年建板楼  -  
gulou,满五年免增值税 近地铁 交通便利,莫愁花园海棠里 , | 2室1厅 | 77.25平米 | 南 北 | 其他 | 无电梯,凤凰西街,225,29127,高楼层(共6层)1993年建板塔结合  -  
gulou,天水滨江东苑 满五年 房龄是09年的,天水滨江花园东苑 , | 3室2厅 | 126.53平米 | 南 北 | 精装 | 有电梯,凤凰西街,736,58169,低楼层(共11层)2008年建板塔结合  -  
gulou,宁工二村 三房 龙江地铁4号线,宁工新寓二村 , | 3室1厅 | 92.93平米 | 南 北 | 其他 | 无电梯,草场门大街,355,38201,中楼层(共7层)1998年建板楼  -  
gulou,汉中门大街 莫愁新寓 低楼层 两房 采光好,莫愁新寓郁金里 , | 2室1厅 | 56.35平米 | 南 北 | 其他 | 无电梯,汉中门大街,176,31234,低楼层(共6层)1989年建板楼  -  
gulou,一楼小三房 户型正无浪费 满五年,凤凰街84号 , | 3室1厅 | 75.36平米 | 南 北 | 简装 | 无电梯,汉中门大街,260,34502,低楼层(共6层)1984年建板楼  -  
gulou,武夷路 精装 配套成熟 双卧朝南 带28平阁楼 满五年,武夷路 , | 3室2厅 | 51.46平米 | 南 北 | 精装 | 无电梯,宁海路,400,77731,高楼层(共6层)1992年建板楼  -  
gulou,凤凰花园城大四房 低楼层 户型方正  好房售 看房方便,凤凰花园城静幽园 , | 4室1厅 | 136.76平米 | 南 北 | 简装 | 无电梯,凤凰西街,520,38023,中楼层(共7层)1995年建板楼  -  
gulou,凤凰西街 一南2北小3房 10年新装修拎包入住,凤凰新村 , | 3室1厅 | 65.02平米 | 南 北 | 精装 | 无电梯,凤凰西街,280,43064,高楼层(共7层)1993年建板楼  -  
gulou,本小区仅有一楼带院子房源 采光好 大客厅 独立小区,汉中路 , | 3室1厅 | 111.27平米 | 南 北 | 简装 | 有电梯,华侨路,780,70100,低楼层(共9层)2000年建板塔结合  -  
gulou,中间楼层 满五年唯一 赤小 南北通透 两房可改三房,大方巷 , | 2室1厅 | 82.79平米 | 南 北 | 精装 | 无电梯,湖南路,298,35995,中楼层(共5层)1989年建板楼  -  
gulou,三牌楼大街 和会街 宁和新寓 中间层三房 南北通透,宁和新寓 , | 3室1厅 | 97.11平米 | 南 北 | 精装 | 无电梯,三牌楼,450,46340,中楼层(共7层)2002年建板塔结合  -  
gulou,人车分流 实用4房 南北通透 中间楼层 银城物业,聚福园二期 , | 4室2厅 | 129.76平米 | 南 北 | 精装 | 有电梯,龙江,695,53561,低楼层(共11层)2002年建板楼  -  
gulou,拉萨路 采光很好 全明方正 五台山 拉小,拉萨路小区 , | 2室1厅 | 50.11平米 | 南 | 简装 | 无电梯,华侨路,510,101777,低楼层(共7层)1992年建板塔结合  -  
gulou,汉中路254号 拉小 29中本部 楼层适中 生活便利,汉中路 , | 2室1厅 | 67.51平米 | 南 | 简装 | 有电梯,华侨路,550,81470,高楼层(共7层)1989年建板楼  -  
gulou,三房二厅二卫 2010年精装修 满五唯一秦淮河畔,九九公寓 , | 3室2厅 | 114.97平米 | 南 北 | 精装 | 无电梯,龙江,450,39141,高楼层(共6层)2000年建板楼  -  
gulou,大桥南路建宁路满五年唯一 94年港务局房改 送40平露台,建宁新村 , | 2室1厅 | 60.75平米 | 南 北 | 简装 | 无电梯,建宁路,145,23869,高楼层(共8层)1992年建板楼  -  
gulou,天妃宫落户两房 12年婚装 拎包入住 南北通透 采光充足,盐西街小区 , | 2室1厅 | 61.43平米 | 南 北 | 精装 | 无电梯,建宁路,170,27674,高楼层(共7层)1995年建板楼  -  
gulou,镇江路 回龙桥8号院 满五年 安静舒适不临街 陪读房,回龙桥8号 , | 3室1厅 | 77.83平米 | 南 | 简装 | 无电梯,三牌楼,205,26340,高楼层(共7层)1990年建板楼  -  
gulou,三小五十中 2楼 采光无遮挡 单价低,西柏果园58号 , | 2室1厅 | 50.37平米 | 南 | 其他 | 无电梯,三牌楼,180,35736,中楼层(共5层)1984年建板楼  -  
gulou,宁工二村  拉小宝船 中间楼层  精装修地铁两房,宁工新寓二村 , | 2室1厅 | 61.06平米 | 南 | 其他 | 无电梯,草场门大街,244,39961,中楼层(共7层)1998年建板楼  -  
gulou,萨家湾 电梯房  房龄新 低总价小两房 交通便利,萨家湾 , | 2室1厅 | 55.89平米 | 南 北 | 其他 | 有电梯,福建路,162,28986,高楼层(共12层)1997年建板楼  -  
gulou,清江花苑 大四房 满五年 精装修 拎包住 采光好 通透,清江花苑圆梦园 , | 4室2厅 | 171.08平米 | 南 北 | 精装 | 有电梯,定淮门大街,665,38871,中楼层(共27层)2005年建板楼  -  
gulou,陶谷新村，户型好，房龄新1996，精装修，南大旁边,陶谷新村 , | 3室2厅 | 92.52平米 | 南 北 | 精装 | 有电梯,宁海路,315,34047,高楼层(共7层)1998年建板楼  -  
gulou,辰龙广场 中间位置 中间楼层 南北大两房 全明通透格局,辰龙广场 , | 2室2厅 | 102.56平米 | 南 北 | 简装 | 有电梯,凤凰西街,485,47290,中楼层(共28层)2005年建板楼  -  
gulou,力小本部 29中 满五年 楼层好 房龄新 环境好 采光好,剑阁路 , | 3室1厅 | 87.07平米 | 南 | 简装 | 无电梯,宁海路,699,80281,低楼层(共7层)1996年建板楼  -  
gulou,人和街 配套成熟 交通便利 采光好 主卧朝南 总价低,人和街 , | 2室1厅 | 32平米 | 南 | 简装 | 无电梯,湖南路,120,37500,高楼层(共7层)1994年建板楼  -  
gulou,顶楼带阁楼 户型正采光好 送阁楼加大露台 带车位,龙凤花园隽凤园 , | 3室2厅 | 105.16平米 | 南 北 | 简装 | 无电梯,龙江,470,44694,高楼层(共6层)2000年建板楼  -  
gulou,旭日大两房 精装修 采光好 总价低 交通便利 配套成熟,旭日景城 , | 2室2厅 | 80.75平米 | 南 北 | 精装 | 无电梯,五塘广场,260,32199,中楼层(共6层)2006年建板塔结合  -  
gulou,银城花园南片 汇文三房 不临街 采光好,银城花园南片 , | 3室1厅 | 73.62平米 | 南 北 | 简装 | 无电梯,龙江,430,58409,高楼层(共6层)1996年建板楼  -  
gulou,辰龙广场 中间位置 中间楼层 南北大两房 全明通透格局,辰龙广场 , | 2室2厅 | 102.56平米 | 南 北 | 简装 | 有电梯,凤凰西街,485,47290,中楼层(共28层)2005年建板楼  -  
gulou,力小本部 29中 满五年 楼层好 房龄新 环境好 采光好,剑阁路 , | 3室1厅 | 87.07平米 | 南 | 简装 | 无电梯,宁海路,699,80281,低楼层(共7层)1996年建板楼  -  
gulou,人和街 配套成熟 交通便利 采光好 主卧朝南 总价低,人和街 , | 2室1厅 | 32平米 | 南 | 简装 | 无电梯,湖南路,120,37500,高楼层(共7层)1994年建板楼  -  
gulou,顶楼带阁楼 户型正采光好 送阁楼加大露台 带车位,龙凤花园隽凤园 , | 3室2厅 | 105.16平米 | 南 北 | 简装 | 无电梯,龙江,470,44694,高楼层(共6层)2000年建板楼  -  
gulou,旭日大两房 精装修 采光好 总价低 交通便利 配套成熟,旭日景城 , | 2室2厅 | 80.75平米 | 南 北 | 精装 | 无电梯,五塘广场,260,32199,中楼层(共6层)2006年建板塔结合  -  
gulou,银城花园南片 汇文三房 不临街 采光好,银城花园南片 , | 3室1厅 | 73.62平米 | 南 北 | 简装 | 无电梯,龙江,430,58409,高楼层(共6层)1996年建板楼  -  
gulou,五塘广场 南北户型 交通便利 品质小区 可拎包入住,江雁依山郡 , | 2室2厅 | 82.48平米 | 南 北 | 精装 | 有电梯,金陵小区,280,33948,中楼层(共11层)2010年建板楼  -  
gulou,三步两桥 交通便利 配套成熟 交通便利,三步两桥 , | 2室2厅 | 63.98平米 | 南 | 其他 | 无电梯,三牌楼,198,30948,低楼层(共6层)1980年建板楼  -  
gulou,居家装修 满两年 总价较低 银城施教区,银城花园北片 , | 2室1厅 | 50.33平米 | 南 北 | 其他 | 无电梯,龙江,250,49673,高楼层(共7层)1996年建板楼  -  
gulou,此房满五唯一 双南户型 看房方便 居家装修 诚心出售,银城花园北片 , | 2室1厅 | 55.36平米 | 南 | 简装 | 无电梯,龙江,276,49856,高楼层(共7层)1996年建板楼  -  
gulou,精装修 满五年 小三房 视野开阔 凤凰花园城,怡和佳苑 , | 3室1厅 | 89.02平米 | 南 西 | 精装 | 有电梯,凤凰西街,408,45833,中楼层(共18层)2010年建板塔结合  -  
gulou,小区物业好 有电梯 精装修 采光好 南北通透,宁和新寓 , | 2室2厅 | 92.29平米 | 南 北 | 精装 | 有电梯,三牌楼,370,40092,中楼层(共17层)2002年建板塔结合  -  
gulou,居家装修 可以拎包入住 看房方便,金城花园 , | 3室2厅 | 140.68平米 | 南 北 | 精装 | 无电梯,挹江门,500,35542,中楼层(共5层)2001年建板楼  -  
gulou,小三房  总价低  带车位 采光好  交通方便  配套齐全,市人防宿舍 , | 3室2厅 | 66.35平米 | 南 北 | 简装 | 无电梯,凤凰西街,198,29842,高楼层(共6层)1986年建板楼  -  
gulou,生活方便 交通便利 配套齐全 满五年,四卫头小区 , | 2室1厅 | 59.9平米 | 东 西 | 简装 | 无电梯,湖南路,190,31720,中楼层(共7层)1994年建板楼  -  
gulou,精装小2居 东边户 两个卧室很大 小区中间位置  诚售,腾飞园 , | 2室1厅 | 61.29平米 | 东 南 北 | 简装 | 有电梯,龙江,215,35080,低楼层(共7层)1996年建板楼  -  
gulou,居家装修 三房朝南 房龄新 使用面积大,石头城 , | 3室2厅 | 79.82平米 | 南 | 简装 | 无电梯,龙江,225,28189,高楼层(共7层)1995年建板楼  -  
gulou,凤凰西街 房龄新楼层好 精装大两房,凤凰西街146号 , | 2室2厅 | 80.65平米 | 南 北 | 精装 | 无电梯,凤凰西街,298,36950,中楼层(共6层)2002年建板楼  -  
gulou,金信花园一期 2000年商品房 阁楼带窗户 采光充足,金信花园 , | 3室2厅 | 104.1平米 | 南 北 | 精装 | 无电梯,龙江,458,43997,高楼层(共7层)2000年建板楼  -  
gulou,满五年唯一 双南户型 业主诚心出售,石头城 , | 2室1厅 | 58.33平米 | 南 | 精装 | 无电梯,龙江,180,30859,高楼层(共5层)1995年建板塔结合  -  
gulou,华保新寓  拉小宝船  精装低总价3房  小区环境优美,华保新寓 , | 3室1厅 | 51.62平米 | 南 北 | 其他 | 无电梯,草场门大街,215,41651,高楼层(共7层)1999年建板楼  -  
gulou,盐仓桥商圈 盐西街 低楼层单室套 满五年,北祖师庵 , | 1室1厅 | 36.73平米 | 南 | 其他 | 无电梯,建宁路,110,29949,低楼层(共7层)1989年建板楼  -  
gulou,芳草园凤凰校区 凤凰庄 满五年 带暖气片 诚售 带车位,凤凰庄 , | 3室1厅 | 70.78平米 | 南 北 | 精装 | 无电梯,汉中门大街,266,37582,高楼层(共6层)1993年建板楼  -  
gulou,鼓楼 金陵小区 2000年房龄 居家三房  全明户型,燕归园 , | 3室1厅 | 81.69平米 | 南 北 | 简装 | 无电梯,金陵小区,230,28156,中楼层(共7层)2000年建板楼  -  
gulou,五塘广场 双卧朝南 居家装修 三房 拎包入住 配套成熟,云谷山庄 , | 3室1厅 | 82.69平米 | 南 北 | 简装 | 有电梯,五塘广场,275,33257,低楼层(共10层)2012年建板塔结合  -  
gulou,五塘广场 毛坯两房 配套成熟 交通便利 房型正 采光好,盛世花园 , | 2室1厅 | 48.31平米 | 南 北 | 毛坯 | 无电梯,五塘广场,125,25875,中楼层(共6层)1999年建板楼  -  
gulou,金陵村  南北通透 精装修 拎包入住,金陵村 , | 2室1厅 | 69.92平米 | 南 北 | 简装 | 无电梯,金陵小区,171,24457,高楼层(共7层)2003年建板楼  -  
gulou,拉小宝船和宁海 电梯房视野好 精装修拎包住,华保新寓 , | 2室2厅 | 67.7平米 | 南 | 精装 | 有电梯,草场门大街,276,40769,中楼层(共16层)1998年建板楼  -  
gulou,金陵新五村  配套齐全  交通方便  繁华地段,金陵新五村 , | 3室1厅 | 76.91平米 | 南 北 | 简装 | 无电梯,金陵小区,178,23144,高楼层(共6层)1995年建板楼  -  
gulou,采光无遮挡房龄新交通方便配套齐全房龄新,水佐岗 , | 2室2厅 | 87.58平米 | 南 | 精装 | 无电梯,水佐岗,320,36539,中楼层(共7层)1996年建板楼  -  
gulou,力小 二十九中本部 学籍不占 满五唯一 通透性很好,西康路3号 , | 4室1厅 | 90.56平米 | 南 | 其他 | 无电梯,宁海路,668,73764,中楼层(共5层)1984年建板楼  -  
gulou,华保新寓  拉小宝船  精装低总价3房  小区环境优美,华保新寓 , | 3室1厅 | 51.62平米 | 南 北 | 其他 | 无电梯,草场门大街,215,41651,高楼层(共7层)1999年建板楼  -  
gulou,盐仓桥商圈 盐西街 低楼层单室套 满五年,北祖师庵 , | 1室1厅 | 36.73平米 | 南 | 其他 | 无电梯,建宁路,110,29949,低楼层(共7层)1989年建板楼  -  
gulou,芳草园凤凰校区 凤凰庄 满五年 带暖气片 诚售 带车位,凤凰庄 , | 3室1厅 | 70.78平米 | 南 北 | 精装 | 无电梯,汉中门大街,266,37582,高楼层(共6层)1993年建板楼  -  
gulou,鼓楼 金陵小区 2000年房龄 居家三房  全明户型,燕归园 , | 3室1厅 | 81.69平米 | 南 北 | 简装 | 无电梯,金陵小区,230,28156,中楼层(共7层)2000年建板楼  -  
gulou,五塘广场 双卧朝南 居家装修 三房 拎包入住 配套成熟,云谷山庄 , | 3室1厅 | 82.69平米 | 南 北 | 简装 | 有电梯,五塘广场,275,33257,低楼层(共10层)2012年建板塔结合  -  
gulou,五塘广场 毛坯两房 配套成熟 交通便利 房型正 采光好,盛世花园 , | 2室1厅 | 48.31平米 | 南 北 | 毛坯 | 无电梯,五塘广场,125,25875,中楼层(共6层)1999年建板楼  -  
gulou,金陵村  南北通透 精装修 拎包入住,金陵村 , | 2室1厅 | 69.92平米 | 南 北 | 简装 | 无电梯,金陵小区,171,24457,高楼层(共7层)2003年建板楼  -  
gulou,拉小宝船和宁海 电梯房视野好 精装修拎包住,华保新寓 , | 2室2厅 | 67.7平米 | 南 | 精装 | 有电梯,草场门大街,276,40769,中楼层(共16层)1998年建板楼  -  
gulou,校门口一号2010年的新房 业主诚心出售 价格可谈,校门口1号 , | 2室1厅 | 86.68平米 | 南 | 精装,三牌楼,326,37610,低楼层(共18层)2010年建塔楼  -  
gulou,无遮挡采光好 13年精装修 不靠马路 户型南北通透,江滨新寓 , | 2室1厅 | 57.59平米 | 南 北 | 精装 | 无电梯,草场门大街,195,33861,高楼层(共6层)1995年建板楼  -  
gulou,清江花苑 一跃二 满五年 送院子25平米,清江花苑绿茵园 , | 5室2厅 | 190.3平米 | 东 南 北 | 简装 | 无电梯,定淮门大街,669,35156,低楼层(共7层)2000年建板塔结合  -  
gulou,不临街  四楼 采光好 满二年 拎包住,花开园 , | 2室1厅 | 54.73平米 | 南 北 | 精装 | 无电梯,龙江,220,40198,中楼层(共6层)2001年建板楼  -  
gulou,腾飞园 一楼带院子 大三房 位置好 采光好,腾飞园 , | 3室1厅 | 80.87平米 | 南 北 | 简装 | 无电梯,龙江,315,38952,低楼层(共6层)1996年建板楼  -  
gulou,精装修 中间楼层小三房 交通便利 设施齐全,三牌楼大街 , | 3室1厅 | 67.04平米 | 南 北 | 精装 | 有电梯,三牌楼,260,38783,中楼层(共7层)1995年建板塔结合  -  
